Date,Open,High,Low,Close,Adj Close,Volume
1977-03-02,1.048057,1.048057,1.022495,1.022495,0.356930,243400
1977-03-03,1.022495,1.022495,1.009714,1.009714,0.352468,52800
1977-03-04,1.009714,1.022495,1.009714,1.022495,0.356930,45800
1977-03-07,1.009714,1.009714,0.984151,0.984151,0.343545,65400
1977-03-08,0.984151,0.996933,0.984151,0.984151,0.343545,59600
1977-03-09,0.984151,0.996933,0.984151,0.984151,0.343545,68400
1977-03-10,0.984151,1.022495,0.984151,1.009714,0.352468,203400
1977-03-11,1.009714,1.022495,1.009714,1.009714,0.352468,158400
1977-03-14,1.022495,1.060838,1.022495,1.048057,0.365853,328600
1977-03-15,1.048057,1.048057,1.035276,1.035276,0.361392,112400
1977-03-16,1.035276,1.035276,1.022495,1.035276,0.361392,149600
1977-03-17,1.035276,1.035276,1.022495,1.022495,0.356930,59600
1977-03-18,1.035276,1.035276,1.022495,1.022495,0.356930,59600
1977-03-21,1.022495,1.022495,1.009714,1.009714,0.352468,139800
1977-03-22,1.009714,1.009714,0.984151,0.984151,0.343545,105600
1977-03-23,0.984151,0.984151,0.971370,0.971370,0.339084,85000
1977-03-24,0.971370,0.984151,0.945808,0.945808,0.330160,177800
1977-03-25,0.945808,0.958589,0.945808,0.945808,0.330160,71200
1977-03-28,0.945808,0.958589,0.945808,0.945808,0.330160,103600
1977-03-29,0.945808,0.958589,0.945808,0.958589,0.334622,164200
1977-03-30,0.958589,0.971370,0.958589,0.971370,0.339084,133800
1977-03-31,0.971370,0.971370,0.945808,0.945808,0.330160,84000
1977-04-01,0.945808,0.996933,0.945808,0.984151,0.343545,256200
1977-04-04,0.996933,1.009714,0.996933,0.996933,0.348007,248400
1977-04-05,0.996933,1.009714,0.996933,0.996933,0.348007,151400
1977-04-06,0.996933,1.009714,0.996933,1.009714,0.352468,427200
1977-04-07,1.009714,1.009714,0.984151,1.009714,0.352468,354000
1977-04-11,0.971370,0.971370,0.958589,0.958589,0.334622,139800
1977-04-12,0.958589,0.984151,0.958589,0.958589,0.334622,39000
1977-04-13,0.958589,0.984151,0.945808,0.971370,0.339084,169000
1977-04-14,0.971370,0.984151,0.945808,0.971370,0.339084,87000
1977-04-15,0.971370,1.009714,0.958589,1.009714,0.352468,323600
1977-04-18,1.009714,1.022495,0.971370,0.984151,0.343545,449800
1977-04-19,0.971370,0.971370,0.945808,0.971370,0.339084,253200
1977-04-20,0.958589,0.958589,0.945808,0.958589,0.334622,60600
1977-04-21,0.958589,0.971370,0.958589,0.971370,0.339084,604400
1977-04-22,0.971370,0.971370,0.945808,0.945808,0.330160,163200
1977-04-25,0.945808,0.945808,0.920245,0.920245,0.321237,103600
1977-04-26,0.920245,0.933027,0.920245,0.933027,0.325699,147600
1977-04-27,0.933027,0.945808,0.933027,0.933027,0.325699,105600
1977-04-28,0.933027,0.945808,0.920245,0.920245,0.321237,114400
1977-04-29,0.920245,0.933027,0.920245,0.933027,0.325699,93800
1977-05-02,0.933027,0.945808,0.920245,0.945808,0.330160,129000
1977-05-03,0.945808,0.945808,0.907464,0.920245,0.321237,161200
1977-05-04,0.920245,0.984151,0.920245,0.984151,0.343545,265000
1977-05-05,0.984151,1.048057,0.984151,1.048057,0.365853,2446800
1977-05-06,1.060838,1.150307,1.048057,1.124744,0.392623,2669800
1977-05-09,1.124744,1.175869,1.111963,1.175869,0.410470,869400
1977-05-10,1.175869,1.214213,1.150307,1.175869,0.410470,1774000
1977-05-11,1.188650,1.278119,1.188650,1.226994,0.428316,2350000
1977-05-12,1.239775,1.278119,1.239775,1.265337,0.441701,1352400
1977-05-13,1.265337,1.265337,1.150307,1.239775,0.432777,699200
1977-05-16,1.239775,1.265337,1.214213,1.226994,0.428316,563200
1977-05-17,1.201432,1.201432,1.163088,1.188650,0.414931,403800
1977-05-18,1.188650,1.214213,1.188650,1.188650,0.414931,309000
1977-05-19,1.201432,1.214213,1.201432,1.214213,0.423855,317800
1977-05-20,1.214213,1.214213,1.188650,1.201432,0.419393,207200
1977-05-23,1.201432,1.201432,1.175869,1.175869,0.410470,173000
1977-05-24,1.163088,1.163088,1.150307,1.163088,0.406008,314800
1977-05-25,1.163088,1.188650,1.124744,1.150307,0.401546,396000
1977-05-26,1.150307,1.163088,1.137526,1.137526,0.397085,364600
1977-05-27,1.137526,1.150307,1.124744,1.124744,0.392623,404800
1977-05-31,1.124744,1.163088,1.124744,1.163088,0.406008,180800
1977-06-01,1.163088,1.188650,1.163088,1.175869,0.410470,273800
1977-06-02,1.175869,1.188650,1.163088,1.163088,0.406008,142600
1977-06-03,1.163088,1.252556,1.163088,1.214213,0.423855,807800
1977-06-06,1.214213,1.252556,1.201432,1.214213,0.423855,347000
1977-06-07,1.214213,1.405931,1.214213,1.405931,0.490779,2653200
1977-06-08,1.405931,1.418712,1.342025,1.367587,0.477394,1858200
1977-06-09,1.367587,1.367587,1.329243,1.342025,0.468470,601400
1977-06-10,1.342025,1.393149,1.342025,1.393149,0.486317,545600
1977-06-13,1.380368,1.380368,1.342025,1.367587,0.477394,468400
1977-06-14,1.367587,1.367587,1.342025,1.354806,0.472932,559400
1977-06-15,1.354806,1.469836,1.342025,1.444274,0.504164,2104600
1977-06-16,1.444274,1.495399,1.431493,1.469836,0.513087,1022800
1977-06-17,1.482618,1.559305,1.482618,1.559305,0.544318,1813200
1977-06-20,1.559305,1.584867,1.520961,1.584867,0.553241,1679200
1977-06-21,1.584867,1.584867,1.546524,1.572086,0.548780,1622400
1977-06-22,1.572086,1.635992,1.546524,1.635992,0.571088,1875800
1977-06-23,1.635992,1.635992,1.597648,1.623211,0.566626,533000
1977-06-24,1.623211,1.635992,1.597648,1.623211,0.566626,469400
1977-06-27,1.623211,1.623211,1.584867,1.610429,0.562165,433200
1977-06-28,1.610429,1.610429,1.508180,1.533742,0.535395,2005800
1977-06-29,1.533742,1.559305,1.482618,1.559305,0.544318,818400
1977-06-30,1.572086,1.597648,1.572086,1.584867,0.553241,812600
1977-07-01,1.572086,1.572086,1.546524,1.546524,0.539857,303000
1977-07-05,1.546524,1.546524,1.520961,1.533742,0.535395,272800
1977-07-06,1.520961,1.520961,1.457055,1.482618,0.517549,1330000
1977-07-07,1.482618,1.508180,1.482618,1.508180,0.526472,682600
1977-07-08,1.508180,1.520961,1.508180,1.520961,0.530933,374400
1977-07-11,1.520961,1.546524,1.508180,1.533742,0.535395,330400
1977-07-12,1.533742,1.661554,1.533742,1.661554,0.580011,1313400
1977-07-13,1.687117,1.802147,1.687117,1.751022,0.611242,3144200
1977-07-15,1.763804,1.904397,1.763804,1.891616,0.660321,2271800
1977-07-18,1.891616,1.955521,1.814928,1.904397,0.664782,1420000
1977-07-19,1.904397,1.904397,1.789366,1.789366,0.624627,902600
1977-07-20,1.789366,1.789366,1.712679,1.776585,0.620166,978000
1977-07-21,1.763804,1.763804,1.699898,1.725460,0.602320,407800
1977-07-22,1.763804,1.814928,1.763804,1.814928,0.633551,552400
1977-07-25,1.814928,1.840491,1.712679,1.712679,0.597858,532000
1977-07-26,1.712679,1.763804,1.712679,1.763804,0.615705,432200
1977-07-27,1.763804,1.776585,1.712679,1.725460,0.602320,1061000
1977-07-28,1.725460,1.751022,1.699898,1.738241,0.606781,689400
1977-07-29,1.738241,1.763804,1.699898,1.738241,0.606781,457600
1977-08-01,1.738241,1.763804,1.725460,1.738241,0.606781,222000
1977-08-02,1.738241,1.751022,1.725460,1.751022,0.611242,244400
1977-08-03,1.738241,1.738241,1.712679,1.738241,0.606781,215000
1977-08-04,1.738241,1.853272,1.738241,1.840491,0.642474,1066800
1977-08-05,1.840491,1.866053,1.814928,1.840491,0.642474,341200
1977-08-08,1.840491,1.840491,1.814928,1.827710,0.638012,248400
1977-08-09,1.827710,1.840491,1.802147,1.802147,0.629089,495800
1977-08-10,1.802147,1.840491,1.802147,1.827710,0.638012,170000
1977-08-11,1.827710,1.853272,1.814928,1.814928,0.633551,501600
1977-08-12,1.814928,1.827710,1.789366,1.802147,0.629089,149600
1977-08-15,1.802147,1.802147,1.751022,1.789366,0.624627,327600
1977-08-16,1.776585,1.776585,1.699898,1.699898,0.593396,325600
1977-08-17,1.699898,1.763804,1.687117,1.725460,0.602320,272800
1977-08-18,1.725460,1.751022,1.725460,1.738241,0.606781,195400
1977-08-19,1.738241,1.751022,1.712679,1.738241,0.606781,104600
1977-08-22,1.738241,1.738241,1.725460,1.738241,0.606781,136800
1977-08-23,1.738241,1.789366,1.738241,1.738241,0.606781,372600
1977-08-24,1.738241,1.789366,1.725460,1.776585,0.620166,567200
1977-08-25,1.776585,1.853272,1.776585,1.802147,0.629089,1018000
1977-08-26,1.789366,1.789366,1.738241,1.738241,0.606781,345200
1977-08-29,1.738241,1.751022,1.738241,1.751022,0.611242,191600
1977-08-30,1.751022,1.751022,1.648773,1.674335,0.584473,453600
1977-08-31,1.661554,1.661554,1.508180,1.572086,0.548780,873200
1977-09-01,1.572086,1.623211,1.572086,1.623211,0.566626,352000
1977-09-02,1.623211,1.648773,1.559305,1.623211,0.566626,290400
1977-09-06,1.623211,1.648773,1.623211,1.635992,0.571088,103600
1977-09-07,1.635992,1.648773,1.623211,1.648773,0.575550,189600
1977-09-08,1.648773,1.674335,1.610429,1.623211,0.566626,216000
1977-09-09,1.623211,1.623211,1.546524,1.559305,0.544318,258000
1977-09-12,1.559305,1.584867,1.520961,1.546524,0.539857,277600
1977-09-13,1.546524,1.559305,1.533742,1.559305,0.544318,98600
1977-09-14,1.559305,1.559305,1.520961,1.559305,0.544318,220000
1977-09-15,1.559305,1.584867,1.546524,1.584867,0.553241,187600
1977-09-16,1.584867,1.597648,1.559305,1.584867,0.553241,107400
1977-09-19,1.584867,1.584867,1.546524,1.559305,0.544318,37000
1977-09-20,1.546524,1.546524,1.533742,1.546524,0.539857,183800
1977-09-21,1.533742,1.533742,1.457055,1.495399,0.522010,180800
1977-09-22,1.495399,1.508180,1.418712,1.508180,0.526472,459600
1977-09-23,1.495399,1.508180,1.469836,1.508180,0.526472,118200
1977-09-26,1.508180,1.508180,1.482618,1.508180,0.526472,248400
1977-09-27,1.495399,1.495399,1.469836,1.482618,0.517549,130000
1977-09-28,1.482618,1.559305,1.469836,1.533742,0.535395,390200
1977-09-29,1.533742,1.584867,1.533742,1.584867,0.553241,357800
1977-09-30,1.584867,1.635992,1.584867,1.623211,0.566626,462400
1977-10-03,1.623211,1.623211,1.546524,1.559305,0.544318,175000
1977-10-04,1.559305,1.559305,1.520961,1.520961,0.530933,199400
1977-10-05,1.520961,1.520961,1.482618,1.482618,0.517549,165200
1977-10-06,1.482618,1.520961,1.482618,1.508180,0.526472,126000
1977-10-07,1.508180,1.508180,1.482618,1.508180,0.526472,96800
1977-10-10,1.508180,1.508180,1.482618,1.482618,0.517549,42000
1977-10-11,1.482618,1.508180,1.469836,1.495399,0.522010,31200
1977-10-12,1.393149,1.508180,1.380368,1.405931,0.490779,241400
1977-10-13,1.405931,1.405931,1.380368,1.393149,0.486317,190600
1977-10-14,1.393149,1.457055,1.354806,1.457055,0.508625,229800
1977-10-17,1.457055,1.457055,1.405931,1.431493,0.499702,126000
1977-10-18,1.431493,1.444274,1.418712,1.444274,0.504164,177800
1977-10-19,1.444274,1.469836,1.444274,1.444274,0.504164,228800
1977-10-20,1.444274,1.469836,1.444274,1.469836,0.513087,76200
1977-10-21,1.469836,1.508180,1.457055,1.469836,0.513087,156400
1977-10-24,1.469836,1.482618,1.457055,1.457055,0.508625,86000
1977-10-25,1.457055,1.469836,1.444274,1.469836,0.513087,122200
1977-10-26,1.469836,1.520961,1.457055,1.495399,0.522010,150600
1977-10-27,1.495399,1.597648,1.495399,1.559305,0.544318,540800
1977-10-28,1.559305,1.610429,1.520961,1.533742,0.535395,165200
1977-10-31,1.533742,1.546524,1.520961,1.533742,0.535395,69400
1977-11-01,1.508180,1.508180,1.469836,1.495399,0.522010,31200
1977-11-02,1.469836,1.469836,1.444274,1.444274,0.504164,39000
1977-11-03,1.444274,1.444274,1.418712,1.444274,0.504164,150600
1977-11-04,1.444274,1.457055,1.444274,1.444274,0.504164,112400
1977-11-07,1.457055,1.482618,1.457055,1.469836,0.513087,233600
1977-11-08,1.469836,1.469836,1.457055,1.469836,0.513087,47800
1977-11-09,1.457055,1.457055,1.444274,1.457055,0.508625,279600
1977-11-10,1.457055,1.482618,1.457055,1.482618,0.517549,312800
1977-11-11,1.508180,1.572086,1.508180,1.572086,0.548780,864400
1977-11-14,1.572086,1.584867,1.546524,1.584867,0.553241,620000
1977-11-15,1.584867,1.623211,1.584867,1.610429,0.562165,318800
1977-11-16,1.610429,1.648773,1.610429,1.635992,0.571088,409600
1977-11-17,1.635992,1.635992,1.572086,1.597648,0.557703,161200
1977-11-18,1.597648,1.610429,1.572086,1.610429,0.562165,397000
1977-11-21,1.610429,1.623211,1.597648,1.610429,0.562165,95800
1977-11-22,1.623211,1.661554,1.623211,1.661554,0.580011,455600
1977-11-23,1.661554,1.661554,1.648773,1.648773,0.575550,202400
1977-11-25,1.648773,1.687117,1.623211,1.687117,0.588935,462400
1977-11-28,1.687117,1.712679,1.674335,1.687117,0.588935,308000
1977-11-29,1.687117,1.699898,1.648773,1.648773,0.575550,290400
1977-11-30,1.648773,1.661554,1.648773,1.661554,0.580011,59600
1977-12-01,1.661554,1.661554,1.635992,1.661554,0.580011,143600
1977-12-02,1.661554,1.661554,1.623211,1.635992,0.571088,125000
1977-12-05,1.623211,1.623211,1.610429,1.623211,0.566626,55600
1977-12-06,1.597648,1.597648,1.546524,1.572086,0.548780,345200
1977-12-07,1.572086,1.572086,1.546524,1.546524,0.539857,97600
1977-12-08,1.546524,1.559305,1.533742,1.533742,0.535395,148600
1977-12-09,1.533742,1.572086,1.533742,1.559305,0.544318,123200
1977-12-12,1.559305,1.572086,1.546524,1.559305,0.544318,90800
1977-12-13,1.533742,1.533742,1.520961,1.533742,0.535395,92800
1977-12-14,1.533742,1.533742,1.520961,1.533742,0.535395,51800
1977-12-15,1.533742,1.546524,1.533742,1.533742,0.535395,56600
1977-12-16,1.533742,1.546524,1.508180,1.520961,0.530933,105600
1977-12-19,1.508180,1.508180,1.457055,1.482618,0.517549,248400
1977-12-20,1.482618,1.508180,1.482618,1.482618,0.517549,191600
1977-12-21,1.482618,1.533742,1.482618,1.520961,0.530933,351000
1977-12-22,1.520961,1.546524,1.495399,1.508180,0.526472,195400
1977-12-23,1.520961,1.559305,1.520961,1.559305,0.544318,186600
1977-12-27,1.559305,1.572086,1.546524,1.559305,0.544318,156400
1977-12-28,1.559305,1.559305,1.482618,1.508180,0.526472,336400
1977-12-29,1.508180,1.520961,1.482618,1.482618,0.517549,303000
1977-12-30,1.495399,1.533742,1.495399,1.533742,0.535395,283600
1978-01-03,1.533742,1.559305,1.533742,1.533742,0.535395,366600
1978-01-04,1.533742,1.533742,1.520961,1.520961,0.530933,60600
1978-01-05,1.520961,1.546524,1.418712,1.418712,0.495240,287400
1978-01-06,1.418712,1.418712,1.329243,1.329243,0.464009,1301600
1978-01-09,1.329243,1.380368,1.316462,1.329243,0.464009,432200
1978-01-10,1.354806,1.393149,1.354806,1.393149,0.486317,218000
1978-01-11,1.393149,1.393149,1.380368,1.393149,0.486317,244400
1978-01-12,1.393149,1.393149,1.380368,1.393149,0.486317,106600
1978-01-13,1.393149,1.393149,1.380368,1.393149,0.486317,156400
1978-01-16,1.393149,1.405931,1.393149,1.405931,0.490779,69400
1978-01-17,1.405931,1.418712,1.393149,1.405931,0.490779,120200
1978-01-18,1.405931,1.405931,1.380368,1.393149,0.486317,172000
1978-01-19,1.393149,1.418712,1.393149,1.405931,0.490779,80000
1978-01-20,1.405931,1.405931,1.393149,1.405931,0.490779,67400
1978-01-23,1.405931,1.418712,1.380368,1.418712,0.495240,171000
1978-01-24,1.418712,1.418712,1.393149,1.393149,0.486317,104600
1978-01-25,1.393149,1.405931,1.393149,1.405931,0.490779,44000
1978-01-26,1.405931,1.405931,1.354806,1.367587,0.477394,416600
1978-01-27,1.367587,1.367587,1.329243,1.329243,0.464009,92800
1978-01-30,1.329243,1.393149,1.329243,1.393149,0.486317,100600
1978-01-31,1.393149,1.393149,1.342025,1.342025,0.468470,110400
1978-02-01,1.342025,1.354806,1.342025,1.354806,0.472932,204400
1978-02-02,1.354806,1.367587,1.354806,1.354806,0.472932,58600
1978-02-03,1.354806,1.354806,1.316462,1.354806,0.472932,429200
1978-02-06,1.354806,1.354806,1.329243,1.342025,0.468470,56600
1978-02-07,1.342025,1.405931,1.329243,1.405931,0.490779,204400
1978-02-08,1.405931,1.418712,1.380368,1.405931,0.490779,122200
1978-02-09,1.405931,1.405931,1.380368,1.380368,0.481856,73200
1978-02-10,1.380368,1.444274,1.380368,1.431493,0.499702,489000
1978-02-13,1.444274,1.457055,1.444274,1.457055,0.508625,153400
1978-02-14,1.457055,1.457055,1.431493,1.431493,0.499702,68400
1978-02-15,1.431493,1.444274,1.405931,1.418712,0.495240,127000
1978-02-16,1.418712,1.431493,1.393149,1.405931,0.490779,147600
1978-02-17,1.405931,1.431493,1.393149,1.405931,0.490779,162200
1978-02-21,1.380368,1.380368,1.342025,1.342025,0.468470,273800
1978-02-22,1.342025,1.354806,1.342025,1.342025,0.468470,86000
1978-02-23,1.342025,1.405931,1.342025,1.405931,0.490779,222800
1978-02-24,1.405931,1.431493,1.405931,1.405931,0.490779,101600
1978-02-27,1.405931,1.431493,1.405931,1.405931,0.490779,82000
1978-02-28,1.393149,1.393149,1.354806,1.354806,0.472932,147600
1978-03-01,1.354806,1.393149,1.342025,1.393149,0.486317,266000
1978-03-02,1.393149,1.444274,1.380368,1.444274,0.504164,448800
1978-03-03,1.457055,1.482618,1.457055,1.469836,0.513087,190600
1978-03-06,1.469836,1.482618,1.444274,1.444274,0.504164,68400
1978-03-07,1.444274,1.495399,1.444274,1.495399,0.522010,194600
1978-03-08,1.495399,1.559305,1.495399,1.546524,0.539857,701200
1978-03-09,1.546524,1.572086,1.546524,1.559305,0.544318,402800
1978-03-10,1.559305,1.572086,1.546524,1.572086,0.548780,256200
1978-03-13,1.572086,1.597648,1.546524,1.597648,0.557703,481000
1978-03-14,1.597648,1.623211,1.584867,1.610429,0.562165,297200
1978-03-15,1.610429,1.648773,1.597648,1.648773,0.575550,458600
1978-03-16,1.648773,1.648773,1.610429,1.623211,0.566626,395000
1978-03-17,1.623211,1.712679,1.623211,1.712679,0.597858,1326000
1978-03-20,1.725460,1.751022,1.725460,1.738241,0.606781,451800
1978-03-21,1.738241,1.738241,1.699898,1.699898,0.593396,554400
1978-03-22,1.674335,1.674335,1.648773,1.661554,0.580011,564200
1978-03-23,1.635992,1.687117,1.635992,1.687117,0.588935,400000
1978-03-27,1.687117,1.738241,1.687117,1.725460,0.602320,444800
1978-03-28,1.725460,1.751022,1.725460,1.751022,0.611242,616000
1978-03-29,1.751022,1.751022,1.725460,1.738241,0.606781,191600
1978-03-30,1.738241,1.751022,1.623211,1.699898,0.593396,422400
1978-03-31,1.674335,1.674335,1.623211,1.674335,0.584473,1819000
1978-04-03,1.699898,1.763804,1.699898,1.751022,0.611242,1004400
1978-04-04,1.751022,1.840491,1.712679,1.840491,0.642474,2500600
1978-04-05,1.917178,2.006646,1.917178,1.981084,0.691552,4655200
1978-04-06,1.968303,1.968303,1.904397,1.917178,0.669244,1066000
1978-04-07,1.917178,1.917178,1.878834,1.917178,0.669244,891800
1978-04-10,1.917178,1.929959,1.891616,1.904397,0.664782,273800
1978-04-11,1.904397,1.904397,1.866053,1.904397,0.664782,482000
1978-04-12,1.904397,2.032209,1.891616,2.019427,0.704937,2396000
1978-04-13,2.044990,2.172802,2.044990,2.134458,0.745092,3508000
1978-04-14,2.121677,2.198364,2.121677,2.172802,0.758476,3084600
1978-04-17,2.185583,2.249489,2.185583,2.198364,0.767400,2209200
1978-04-18,2.198364,2.211145,2.160020,2.211145,0.771861,1273200
1978-04-19,2.211145,2.249489,2.172802,2.249489,0.785246,1274200
1978-04-20,2.249489,2.402863,2.211145,2.211145,0.771861,2211200
1978-04-21,2.211145,2.351738,2.160020,2.313395,0.807554,2093800
1978-04-24,2.338957,2.364519,2.338957,2.351738,0.820939,1013200
1978-04-25,2.351738,2.364519,2.236707,2.262270,0.789708,1617600
1978-04-26,2.262270,2.275051,2.223926,2.236707,0.780784,968200
1978-04-27,2.211145,2.211145,2.172802,2.172802,0.758476,537800
1978-04-28,2.172802,2.236707,2.172802,2.223926,0.776323,636600
1978-05-01,2.223926,2.326176,2.211145,2.326176,0.812016,826400
1978-05-02,2.326176,2.479550,2.300613,2.428425,0.847709,2563200
1978-05-03,2.428425,2.594581,2.415644,2.543456,0.887864,2154400
1978-05-04,2.543456,2.632924,2.479550,2.620143,0.914634,1149000
1978-05-05,2.620143,2.671268,2.581800,2.594581,0.905709,805800
1978-05-08,2.594581,2.620143,2.505112,2.505112,0.874478,875200
1978-05-09,2.505112,2.594581,2.505112,2.530675,0.883401,1042400
1978-05-10,2.530675,2.620143,2.530675,2.569018,0.896787,862400
1978-05-11,2.569018,2.671268,2.569018,2.658487,0.928018,1046400
1978-05-12,2.671268,2.735174,2.671268,2.709611,0.945864,1012200
1978-05-15,2.709611,2.722393,2.658487,2.696830,0.941403,546600
1978-05-16,2.696830,2.747955,2.569018,2.594581,0.905709,1304600
1978-05-17,2.594581,2.594581,2.530675,2.569018,0.896787,671800
1978-05-18,2.569018,2.569018,2.415644,2.428425,0.847709,949600
1978-05-19,2.428425,2.428425,2.351738,2.428425,0.847709,802800
1978-05-22,2.428425,2.466769,2.390082,2.453988,0.856632,218000
1978-05-23,2.453988,2.466769,2.377301,2.390082,0.834324,251200
1978-05-24,2.351738,2.351738,2.300613,2.326176,0.812016,977000
1978-05-25,2.326176,2.351738,2.313395,2.313395,0.807554,493800
1978-05-26,2.313395,2.326176,2.223926,2.249489,0.785246,852800
1978-05-30,2.249489,2.377301,2.211145,2.377301,0.829862,713800
1978-05-31,2.402863,2.466769,2.402863,2.415644,0.843247,480000
1978-06-01,2.415644,2.453988,2.402863,2.441206,0.852170,172000
1978-06-02,2.441206,2.492331,2.441206,2.492331,0.870017,236600
1978-06-05,2.517894,2.581800,2.517894,2.569018,0.896787,678600
1978-06-06,2.569018,2.620143,2.466769,2.466769,0.861093,619000
1978-06-07,2.466769,2.530675,2.466769,2.505112,0.874478,438000
1978-06-08,2.530675,2.645705,2.530675,2.581800,0.901248,883000
1978-06-09,2.581800,2.594581,2.556237,2.581800,0.901248,370600
1978-06-12,2.581800,2.594581,2.569018,2.581800,0.901248,402800
1978-06-13,2.569018,2.569018,2.543456,2.543456,0.887864,574000
1978-06-14,2.543456,2.581800,2.530675,2.543456,0.887864,286400
1978-06-15,2.530675,2.530675,2.351738,2.351738,0.820939,891800
1978-06-16,2.351738,2.377301,2.338957,2.364519,0.825401,311800
1978-06-19,2.364519,2.364519,2.287832,2.338957,0.816478,165200
1978-06-20,2.338957,2.338957,2.249489,2.249489,0.785246,227800
1978-06-21,2.249489,2.249489,2.147239,2.223926,0.776323,742200
1978-06-22,2.236707,2.287832,2.236707,2.275051,0.794169,360800
1978-06-23,2.262270,2.262270,2.223926,2.236707,0.780784,611200
1978-06-26,2.236707,2.249489,2.211145,2.236707,0.780784,200400
1978-06-27,2.236707,2.236707,2.211145,2.211145,0.771861,169000
1978-06-28,2.211145,2.262270,2.172802,2.249489,0.785246,232600
1978-06-29,2.249489,2.249489,2.198364,2.211145,0.771861,160200
1978-06-30,2.211145,2.211145,2.198364,2.198364,0.767400,74200
1978-07-03,2.198364,2.223926,2.147239,2.147239,0.749553,342200
1978-07-05,2.147239,2.147239,2.121677,2.121677,0.740630,159400
1978-07-06,2.134458,2.185583,2.134458,2.185583,0.762938,279600
1978-07-07,2.198364,2.262270,2.198364,2.249489,0.785246,277600
1978-07-10,2.262270,2.326176,2.262270,2.313395,0.807554,222000
1978-07-11,2.313395,2.326176,2.300613,2.313395,0.807554,53600
1978-07-12,2.300613,2.300613,2.262270,2.275051,0.794169,166200
1978-07-13,2.262270,2.262270,2.198364,2.211145,0.771861,99600
1978-07-14,2.211145,2.313395,2.211145,2.313395,0.807554,220000
1978-07-17,2.338957,2.441206,2.338957,2.402863,0.838786,509400
1978-07-18,2.402863,2.415644,2.300613,2.326176,0.812016,285400
1978-07-19,2.326176,2.415644,2.326176,2.415644,0.843247,225800
1978-07-20,2.415644,2.479550,2.390082,2.466769,0.861093,358800
1978-07-21,2.466769,2.479550,2.351738,2.364519,0.825401,179800
1978-07-24,2.364519,2.402863,2.351738,2.402863,0.838786,210200
1978-07-25,2.402863,2.594581,2.390082,2.594581,0.905709,1214600
1978-07-26,2.632924,2.799080,2.632924,2.786299,0.972634,2458600
1978-07-27,2.786299,2.811861,2.747955,2.811861,0.981558,1667400
1978-07-28,2.811861,3.041922,2.735174,2.978016,1.039559,1141200
