stock_id,symbol,date,open,high,low,close,volume
2,GOOGL,2020-04-06,1133.0,1190.75,1125.0,1183.18994140625,3157088.0
2,GOOGL,2020-04-03,1114.7099609375,1118.7900390625,1075.0799560546875,1092.699951171875,2568694.0
2,GOOGL,2020-04-02,1100.0,1122.77001953125,1093.1300048828125,1117.030029296875,2820534.0
2,GOOGL,2020-04-01,1124.0,1129.4200439453125,1093.489990234375,1102.0999755859375,2598519.0
2,GOOGL,2020-03-31,1148.72998046875,1173.4000244140625,1136.719970703125,1161.949951171875,3263971.0
2,GOOGL,2020-03-30,1132.6400146484375,1151.0,1098.489990234375,1146.31005859375,2936827.0
2,GOOGL,2020-03-27,1127.469970703125,1151.050048828125,1104.0,1110.260009765625,3139661.0
2,GOOGL,2020-03-26,1114.719970703125,1171.47998046875,1092.030029296875,1162.9200439453125,3834422.0
2,GOOGL,2020-03-25,1124.5799560546875,1146.1700439453125,1083.010009765625,1101.6199951171875,4516162.0
2,GOOGL,2020-03-24,1103.97998046875,1133.3299560546875,1086.4300537109375,1130.010009765625,3623435.0
2,GOOGL,2020-03-23,1056.3699951171875,1066.9100341796875,1008.8699951171875,1054.1300048828125,4183629.0
2,GOOGL,2020-03-20,1130.9000244140625,1138.47998046875,1062.0999755859375,1068.2099609375,4143897.0
2,GOOGL,2020-03-19,1088.219970703125,1152.6099853515625,1055.550048828125,1111.6700439453125,3703248.0
2,GOOGL,2020-03-18,1059.93994140625,1104.989990234375,1037.0,1091.18994140625,4636840.0
2,GOOGL,2020-03-17,1090.6400146484375,1126.0,1049.0999755859375,1118.06005859375,4159686.0
2,GOOGL,2020-03-16,1089.6099853515625,1145.469970703125,1067.0799560546875,1073.0,4825981.0
2,GOOGL,2020-03-13,1174.989990234375,1214.4000244140625,1112.2900390625,1214.27001953125,3969973.0
2,GOOGL,2020-03-12,1122.6199951171875,1188.75,1108.469970703125,1111.550048828125,4716293.0
2,GOOGL,2020-03-11,1248.27001953125,1256.9300537109375,1191.1400146484375,1210.9000244140625,2741694.0
2,GOOGL,2020-03-10,1254.3900146484375,1275.8499755859375,1214.510009765625,1275.1700439453125,2743566.0
2,GOOGL,2020-03-09,1204.9599609375,1252.72998046875,1198.0400390625,1215.7900390625,3462578.0
2,GOOGL,2020-03-06,1269.949951171875,1302.75,1257.2099609375,1295.739990234375,3232315.0
2,GOOGL,2020-03-05,1345.550048828125,1353.6300048828125,1301.6400146484375,1314.760009765625,2718982.0
2,GOOGL,2020-03-04,1358.9599609375,1382.780029296875,1337.0,1381.5999755859375,2379856.0
2,GOOGL,2020-03-03,1397.6800537109375,1408.18994140625,1329.239990234375,1337.719970703125,2830112.0
2,GOOGL,2020-03-02,1351.3900146484375,1387.469970703125,1325.199951171875,1386.3199462890625,2771463.0
2,GOOGL,2020-02-28,1274.31005859375,1342.449951171875,1268.2099609375,1339.25,4010900.0
2,GOOGL,2020-02-27,1359.1400146484375,1369.4000244140625,1314.239990234375,1314.949951171875,3114476.0
2,GOOGL,2020-02-26,1394.97998046875,1413.6700439453125,1376.550048828125,1390.469970703125,2490178.0
2,GOOGL,2020-02-25,1431.0,1436.8499755859375,1380.4200439453125,1386.3199462890625,2578966.0
2,GOOGL,2020-02-24,1423.050048828125,1436.3800048828125,1406.7900390625,1419.8599853515625,2478039.0
2,GOOGL,2020-02-21,1504.5799560546875,1510.93994140625,1478.489990234375,1483.4599609375,2126843.0
2,GOOGL,2020-02-20,1519.010009765625,1527.0699462890625,1504.260009765625,1516.989990234375,1298386.0
2,GOOGL,2020-02-19,1527.199951171875,1530.739990234375,1520.97998046875,1524.8699951171875,1137338.0
2,GOOGL,2020-02-18,1514.3399658203125,1530.56005859375,1511.010009765625,1519.43994140625,1284011.0
2,GOOGL,2020-02-14,1514.530029296875,1520.050048828125,1505.550048828125,1518.72998046875,1159857.0
2,GOOGL,2020-02-13,1510.0,1525.949951171875,1504.0,1513.3900146484375,1145658.0
2,GOOGL,2020-02-12,1515.8599853515625,1520.300048828125,1508.6700439453125,1518.6300048828125,1552136.0
2,GOOGL,2020-02-11,1513.27001953125,1529.8800048828125,1505.449951171875,1510.06005859375,1742647.0
2,GOOGL,2020-02-10,1477.22998046875,1508.8800048828125,1475.199951171875,1508.6600341796875,1915072.0
2,GOOGL,2020-02-07,1467.3800048828125,1485.239990234375,1465.4100341796875,1479.1099853515625,1418049.0
2,GOOGL,2020-02-06,1451.97998046875,1481.56005859375,1450.47998046875,1475.969970703125,1891079.0
2,GOOGL,2020-02-05,1463.6099853515625,1464.5799560546875,1429.6700439453125,1446.050048828125,1818793.0
2,GOOGL,2020-02-04,1454.489990234375,1467.3399658203125,1422.030029296875,1445.4100341796875,4793967.0
2,GOOGL,2020-02-03,1461.6500244140625,1486.300048828125,1456.6099853515625,1482.5999755859375,3608760.0
2,GOOGL,2020-01-31,1467.8599853515625,1469.6700439453125,1427.06005859375,1432.780029296875,2191075.0
2,GOOGL,2020-01-30,1438.0999755859375,1455.25,1435.0,1454.25,1355472.0
2,GOOGL,2020-01-29,1458.4599609375,1464.1400146484375,1445.3800048828125,1456.699951171875,1081964.0
2,GOOGL,2020-01-28,1441.739990234375,1454.800048828125,1430.3599853515625,1450.5,1486586.0
2,GOOGL,2020-01-27,1431.5400390625,1436.5799560546875,1419.5,1431.72998046875,1706566.0
2,GOOGL,2020-01-24,1492.8199462890625,1494.199951171875,1463.1800537109375,1466.1700439453125,1489280.0
2,GOOGL,2020-01-23,1487.550048828125,1493.5,1480.3199462890625,1484.68994140625,1332562.0
2,GOOGL,2020-01-22,1489.72998046875,1500.5799560546875,1482.6600341796875,1484.1700439453125,1422946.0
2,GOOGL,2020-01-21,1479.0,1489.8800048828125,1470.2099609375,1482.25,2387178.0
2,GOOGL,2020-01-17,1462.5400390625,1480.550048828125,1456.550048828125,1479.52001953125,2621175.0
2,GOOGL,2020-01-16,1445.449951171875,1450.699951171875,1440.0,1450.1600341796875,1304040.0
2,GOOGL,2020-01-15,1433.02001953125,1440.780029296875,1431.6600341796875,1439.199951171875,1077519.0
2,GOOGL,2020-01-14,1440.0,1442.6300048828125,1427.77001953125,1430.5899658203125,1305636.0
2,GOOGL,2020-01-13,1435.25,1441.47998046875,1425.3699951171875,1440.030029296875,1525568.0
2,GOOGL,2020-01-10,1429.469970703125,1434.93994140625,1419.5999755859375,1428.9599609375,1313178.0
2,GOOGL,2020-01-09,1421.9300537109375,1428.6800537109375,1410.2099609375,1419.7900390625,1661438.0
2,GOOGL,2020-01-08,1394.8199462890625,1411.8499755859375,1392.6300048828125,1405.0400390625,1766274.0
